"","DataSet","n","GeneSymbol","GeneID","GeneName","Chr","FoldChange","Regulation","FDR","Location","Type","Depleted","SCNT","miNT","TSA","FoldChange_allR"
"595","Srirattana2017_SF2",NA,"WBP4","506275","WW domain binding protein 4",NA,3.044066762,"Down",0.0339,"Cytoplasm","other",1,0,1,1,-3.044066762
"596","Srirattana2017_SF2",NA,"ALAS1","534286","5'-aminolevulinate synthase 1",NA,19.09337189,"Up",0.034,"Cytoplasm","enzyme",1,0,1,1,19.09337189
"597","Srirattana2017_SF2",NA,"ARL14EP","523894","ADP ribosylation factor like GTPase 14 effector protein",NA,2.737767626,"Down",0.0342,"Other","other",1,0,1,1,-2.737767626
"598","Srirattana2017_SF2",NA,"CEP95","506840","centrosomal protein 95",NA,3.016760153,"Down",0.0343,"Cytoplasm","other",1,0,1,1,-3.016760153
"599","Srirattana2017_SF2",NA,"ZNF583","789836","zinc finger protein 583",NA,4.25748073,"Down",0.0343,"Nucleus","other",1,0,1,1,-4.25748073
"600","Srirattana2017_SF2",NA,"EIF3L","514449","eukaryotic translation initiation factor 3 subunit L",NA,2.500124605,"Up",0.0344,"Cytoplasm","other",1,0,1,1,2.500124605
"601","Srirattana2017_SF2",NA,"PGM1","534402","phosphoglucomutase 1",NA,64,"Up",0.0345,"Cytoplasm","enzyme",1,0,1,1,64
"602","Srirattana2017_SF2",NA,"XAB2","528991","XPA binding protein 2",NA,17.66718155,"Up",0.0346,"Nucleus","other",1,0,1,1,17.66718155
"603","Srirattana2017_SF2",NA,"ARHGAP31","515490","Rho GTPase activating protein 31",NA,31.36318129,"Up",0.0347,"Cytoplasm","other",1,0,1,1,31.36318129
"604","Srirattana2017_SF2",NA,"CLTB","281698","clathrin light chain B",NA,15.23164654,"Up",0.0347,"Plasma Membrane","other",1,0,1,1,15.23164654
"605","Srirattana2017_SF2",NA,"DAB2IP","541268","DAB2 interacting protein",NA,35.92708551,"Up",0.0347,"Plasma Membrane","other",1,0,1,1,35.92708551
"606","Srirattana2017_SF2",NA,"EIF3D","515226","eukaryotic translation initiation factor 3 subunit D",NA,2.635359903,"Up",0.0347,"Cytoplasm","other",1,0,1,1,2.635359903
"607","Srirattana2017_SF2",NA,"FOLR3","516067","folate receptor 3",NA,32.46920149,"Up",0.0347,"Extracellular Space","other",1,0,1,1,32.46920149
"608","Srirattana2017_SF2",NA,"LUC7L3","539955","LUC7 like 3 pre-mRNA splicing factor",NA,3.071620539,"Down",0.0347,"Nucleus","other",1,0,1,1,-3.071620539
"609","Srirattana2017_SF2",NA,"SEC14L1","513449","SEC14 like lipid binding 1",NA,3.60500185,"Up",0.0347,"Cytoplasm","transporter",1,0,1,1,3.60500185
"610","Srirattana2017_SF2",NA,"THOC2","507738","THO complex 2",NA,2.508804409,"Down",0.0347,"Nucleus","other",1,0,1,1,-2.508804409
"611","Srirattana2017_SF2",NA,"URB1","530483","URB1 ribosome biogenesis 1 homolog (S. cerevisiae)",NA,32.6497491,"Up",0.0347,"Nucleus","other",1,0,1,1,32.6497491
"612","Srirattana2017_SF2",NA,"ZNF408","617377","zinc finger protein 408",NA,30.73903565,"Up",0.0347,"Nucleus","other",1,0,1,1,30.73903565
"613","Srirattana2017_SF2",NA,"EDC3","517979","enhancer of mRNA decapping 3",NA,9.526854795,"Up",0.035,"Cytoplasm","other",1,0,1,1,9.526854795
"614","Srirattana2017_SF2",NA,"EPB41L4A","519867","erythrocyte membrane protein band 4.1 like 4A",NA,2.608101471,"Down",0.035,"Extracellular Space","other",1,0,1,1,-2.608101471
"615","Srirattana2017_SF2",NA,"NBN","522943","nibrin",NA,3.206501318,"Down",0.035,"Nucleus","other",1,0,1,1,-3.206501318
"616","Srirattana2017_SF2",NA,"PRRC2A","538553","proline rich coiled-coil 2A",NA,11.76965397,"Up",0.035,"Cytoplasm","other",1,0,1,1,11.76965397
"617","Srirattana2017_SF2",NA,"YPEL5","780856","yippee like 5",NA,3.410539567,"Down",0.035,"Nucleus","other",1,0,1,1,-3.410539567
"618","Srirattana2017_SF2",NA,"ACADVL","282130","acyl-CoA dehydrogenase, very long chain",NA,31.34144952,"Up",0.0351,"Cytoplasm","enzyme",1,0,1,1,31.34144952
"619","Srirattana2017_SF2",NA,"AZIN1","532835","antizyme inhibitor 1",NA,2.760634707,"Down",0.0351,"Cytoplasm","enzyme",1,0,1,1,-2.760634707
"620","Srirattana2017_SF2",NA,"KCMF1","613522","potassium channel modulatory factor 1",NA,2.308570835,"Down",0.0351,"Other","enzyme",1,0,1,1,-2.308570835
"621","Srirattana2017_SF2",NA,"SWAP70","533720","SWAP switching B-cell complex 70kDa subunit",NA,3.1777376,"Down",0.0351,"Cytoplasm","other",1,0,1,1,-3.1777376
"622","Srirattana2017_SF2",NA,"DDX41","505276","DEAD-box helicase 41",NA,57.68002961,"Up",0.0352,"Nucleus","enzyme",1,0,1,1,57.68002961
"623","Srirattana2017_SF2",NA,"GPANK1","617553","G-patch domain and ankyrin repeats 1",NA,12.88838866,"Up",0.0355,"Nucleus","transcription regulator",1,0,1,1,12.88838866
"624","Srirattana2017_SF2",NA,"ACAD11","526956","acyl-CoA dehydrogenase family member 11",NA,4.786595853,"Down",0.0356,"Cytoplasm","enzyme",1,0,1,1,-4.786595853
"625","Srirattana2017_SF2",NA,"ALKBH7","535305","alkB homolog 7",NA,31.58132947,"Up",0.0356,"Cytoplasm","other",1,0,1,1,31.58132947
"626","Srirattana2017_SF2",NA,"C24H18orf21","512779",NA,NA,2.918040688,"Down",0.0356,"Undetermined",NA,1,0,1,1,-2.918040688
"627","Srirattana2017_SF2",NA,"CAPN5","536988","calpain 5",NA,10.89806428,"Up",0.0356,"Cytoplasm","peptidase",1,0,1,1,10.89806428
"628","Srirattana2017_SF2",NA,"CCNF","505200","cyclin F",NA,32.51424458,"Up",0.0356,"Nucleus","other",1,0,1,1,32.51424458
"629","Srirattana2017_SF2",NA,"HLTF","539633","helicase like transcription factor",NA,2.873880353,"Down",0.0356,"Nucleus","transcription regulator",1,0,1,1,-2.873880353
"630","Srirattana2017_SF2",NA,"RAPGEF1","520454","Rap guanine nucleotide exchange factor 1",NA,25.97406659,"Up",0.0356,"Cytoplasm","other",1,0,1,1,25.97406659
"631","Srirattana2017_SF2",NA,"ULK1","526310","unc-51 like autophagy activating kinase 1",NA,18.85663052,"Up",0.0356,"Cytoplasm","kinase",1,0,1,1,18.85663052
"632","Srirattana2017_SF2",NA,"MOV10","523206","Mov10 RISC complex RNA helicase",NA,3.40109664,"Up",0.0357,"Nucleus","enzyme",1,0,1,1,3.40109664
"633","Srirattana2017_SF2",NA,"NLRX1","539974","NLR family member X1",NA,31.38492813,"Up",0.036,"Cytoplasm","other",1,0,1,1,31.38492813
"634","Srirattana2017_SF2",NA,"NUP54","506916","nucleoporin 54",NA,3.012580933,"Down",0.036,"Nucleus","transporter",1,0,1,1,-3.012580933
"635","Srirattana2017_SF2",NA,"PIK3CA","282306","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",NA,2.659214216,"Down",0.036,"Cytoplasm","kinase",1,0,1,1,-2.659214216
"636","Srirattana2017_SF2",NA,"APH1A","539247","aph-1 homolog A, gamma-secretase subunit",NA,20.59182796,"Up",0.0361,"Cytoplasm","peptidase",1,0,1,1,20.59182796
"637","Srirattana2017_SF2",NA,"ZFP36L2","767898","ZFP36 ring finger protein like 2",NA,2.940374673,"Down",0.0361,"Nucleus","transcription regulator",1,0,1,1,-2.940374673
"638","Srirattana2017_SF2",NA,"CYCS","510767","cytochrome c, somatic",NA,8.526773889,"Down",0.0362,"Cytoplasm","transporter",1,0,1,1,-8.526773889
"639","Srirattana2017_SF2",NA,"SLC7A8","536818","solute carrier family 7 member 8",NA,2.289448321,"Up",0.0362,"Plasma Membrane","transporter",1,0,1,1,2.289448321
"640","Srirattana2017_SF2",NA,"ZC3H11A","529699","zinc finger CCCH-type containing 11A",NA,2.893869772,"Down",0.0362,"Nucleus","other",1,0,1,1,-2.893869772
"641","Srirattana2017_SF2",NA,"CLK1","613808","CDC like kinase 1",NA,4.500233939,"Down",0.0363,"Nucleus","kinase",1,0,1,1,-4.500233939
"642","Srirattana2017_SF2",NA,"MVP","516456","major vault protein",NA,27.646022,"Up",0.0363,"Nucleus","other",1,0,1,1,27.646022
"643","Srirattana2017_SF2",NA,"PNPLA6","767822","patatin like phospholipase domain containing 6",NA,10.01437167,"Up",0.0363,"Cytoplasm","enzyme",1,0,1,1,10.01437167
"644","Srirattana2017_SF2",NA,"POLRMT","504757","RNA polymerase mitochondrial",NA,16.70259084,"Up",0.0363,"Cytoplasm","enzyme",1,0,1,1,16.70259084
"645","Srirattana2017_SF2",NA,"TAGLN2","282379","transgelin 2",NA,3.190980959,"Up",0.0363,"Cytoplasm","other",1,0,1,1,3.190980959
"646","Srirattana2017_SF2",NA,"THRAP3","505228","thyroid hormone receptor associated protein 3",NA,2.414961183,"Up",0.0363,"Nucleus","transcription regulator",1,0,1,1,2.414961183
"647","Srirattana2017_SF2",NA,"H3F3A","326601","H3 histone, family 3A",NA,3.26028933,"Down",0.0364,"Nucleus","other",1,0,1,1,-3.26028933
"648","Srirattana2017_SF2",NA,"GDPD5","532719","glycerophosphodiester phosphodiesterase domain containing 5",NA,12.3976949,"Up",0.0365,"Plasma Membrane","enzyme",1,0,1,1,12.3976949
"649","Srirattana2017_SF2",NA,"ABHD17B","781153","abhydrolase domain containing 17B",NA,4.41373496,"Down",0.0367,"Other","peptidase",1,0,1,1,-4.41373496
"650","Srirattana2017_SF2",NA,"AP2A1","784636","adaptor related protein complex 2 alpha 1 subunit",NA,57.48047186,"Up",0.0367,"Cytoplasm","transporter",1,0,1,1,57.48047186
"651","Srirattana2017_SF2",NA,"BTF3","281031","basic transcription factor 3",NA,2.657371628,"Down",0.0367,"Nucleus","transcription regulator",1,0,1,1,-2.657371628
"652","Srirattana2017_SF2",NA,"CLINT1","538540","clathrin interactor 1",NA,2.122846418,"Down",0.0367,"Cytoplasm","other",1,0,1,1,-2.122846418
"653","Srirattana2017_SF2",NA,"EIF4A2","286819","eukaryotic translation initiation factor 4A2",NA,3.206501318,"Down",0.0367,"Cytoplasm","translation regulator",1,0,1,1,-3.206501318
"654","Srirattana2017_SF2",NA,"HNRNPUL2","616476","heterogeneous nuclear ribonucleoprotein U like 2",NA,2.182527754,"Up",0.0367,"Nucleus","other",1,0,1,1,2.182527754
"655","Srirattana2017_SF2",NA,"LHPP","534183","phospholysine phosphohistidine inorganic pyrophosphate phosphatase",NA,28.01252255,"Up",0.0367,"Cytoplasm","phosphatase",1,0,1,1,28.01252255
"656","Srirattana2017_SF2",NA,"MORC2","504634","MORC family CW-type zinc finger 2",NA,7.754318535,"Up",0.0367,"Nucleus","other",1,0,1,1,7.754318535
"657","Srirattana2017_SF2",NA,"PRKAR1A","615074","protein kinase cAMP-dependent type I regulatory subunit alpha",NA,6.882821045,"Up",0.0367,"Cytoplasm","kinase",1,0,1,1,6.882821045
"658","Srirattana2017_SF2",NA,"PSKH1","509656","protein serine kinase H1",NA,24.98516776,"Up",0.0367,"Nucleus","kinase",1,0,1,1,24.98516776
"659","Srirattana2017_SF2",NA,"RPTOR","507056","regulatory associated protein of MTOR complex 1",NA,3.961371488,"Up",0.0367,"Cytoplasm","other",1,0,1,1,3.961371488
"660","Srirattana2017_SF2",NA,"DCUN1D4","538195","defective in cullin neddylation 1 domain containing 4",NA,10.54874892,"Down",0.0369,"Nucleus","other",1,0,1,1,-10.54874892
"661","Srirattana2017_SF2",NA,"SRFBP1","617136","serum response factor binding protein 1",NA,3.714067409,"Down",0.0369,"Nucleus","other",1,0,1,1,-3.714067409
"662","Srirattana2017_SF2",NA,"CD63","404156","CD63 molecule",NA,3.964118253,"Up",0.037,"Plasma Membrane","other",1,0,1,1,3.964118253
"663","Srirattana2017_SF2",NA,"CHD9","539275","chromodomain helicase DNA binding protein 9",NA,2.575763259,"Down",0.037,"Cytoplasm","other",1,0,1,1,-2.575763259
"664","Srirattana2017_SF2",NA,"CNTNAP1","540997","contactin associated protein 1",NA,26.3184022,"Up",0.037,"Plasma Membrane","other",1,0,1,1,26.3184022
"665","Srirattana2017_SF2",NA,"DTD1","514493","D-tyrosyl-tRNA deacylase 1",NA,5.13370359,"Up",0.037,"Cytoplasm","enzyme",1,0,1,1,5.13370359
"666","Srirattana2017_SF2",NA,"RPSA","281898","ribosomal protein SA",NA,2.278366754,"Up",0.037,"Cytoplasm","translation regulator",1,0,1,1,2.278366754
"667","Srirattana2017_SF2",NA,"ATXN2L","539507","ataxin 2 like",NA,8.168097006,"Up",0.0371,"Nucleus","other",1,0,1,1,8.168097006
"668","Srirattana2017_SF2",NA,"GTF3C1","509874","general transcription factor IIIC subunit 1",NA,46.46266496,"Up",0.0371,"Nucleus","transcription regulator",1,0,1,1,46.46266496
"669","Srirattana2017_SF2",NA,"SMAD5","768050","SMAD family member 5",NA,4.829922366,"Down",0.0373,"Nucleus","transcription regulator",1,0,1,1,-4.829922366
"670","Srirattana2017_SF2",NA,"CHMP2B","615954","charged multivesicular body protein 2B",NA,3.627561316,"Down",0.0374,"Cytoplasm","other",1,0,1,1,-3.627561316
"671","Srirattana2017_SF2",NA,"RBMX2","613705","RNA binding motif protein, X-linked 2",NA,3.004239854,"Down",0.0374,"Other","other",1,0,1,1,-3.004239854
"672","Srirattana2017_SF2",NA,"TBC1D17","514858","TBC1 domain family member 17",NA,29.75375816,"Up",0.0374,"Cytoplasm","other",1,0,1,1,29.75375816
"673","Srirattana2017_SF2",NA,"CAPZB","338052","capping actin protein of muscle Z-line beta subunit",NA,3.417638964,"Up",0.0375,"Cytoplasm","other",1,0,1,1,3.417638964
"674","Srirattana2017_SF2",NA,"DNALI1","529053","dynein axonemal light intermediate chain 1",NA,32.85406546,"Up",0.0375,"Cytoplasm","other",1,0,1,1,32.85406546
"675","Srirattana2017_SF2",NA,"TIMP1","282092","TIMP metallopeptidase inhibitor 1",NA,3.25577274,"Up",0.0375,"Extracellular Space","cytokine",1,0,1,1,3.25577274
"676","Srirattana2017_SF2",NA,"CHCHD8","100296470","cytochrome c oxidase assembly factor 4 homolog",NA,20.83590703,"Up",0.0376,"Other","other",1,0,1,1,20.83590703
"677","Srirattana2017_SF2",NA,"CTAGE5","513132","CTAGE family member 5, ER export factor",NA,2.881859498,"Down",0.0377,"Cytoplasm","enzyme",1,0,1,1,-2.881859498
"678","Srirattana2017_SF2",NA,"ARHGEF5","516290","Rho guanine nucleotide exchange factor 5",NA,22.28498369,"Up",0.038,"Cytoplasm","other",1,0,1,1,22.28498369
"679","Srirattana2017_SF2",NA,"FBXO5","515080","F-box protein 5",NA,3.427127819,"Down",0.038,"Nucleus","enzyme",1,0,1,1,-3.427127819
"680","Srirattana2017_SF2",NA,"FGD1","100124501","FYVE, RhoGEF and PH domain containing 1",NA,29.10106406,"Up",0.038,"Cytoplasm","other",1,0,1,1,29.10106406
"681","Srirattana2017_SF2",NA,"GATAD2A","508384","GATA zinc finger domain containing 2A",NA,12.64066099,"Up",0.038,"Nucleus","transcription regulator",1,0,1,1,12.64066099
"682","Srirattana2017_SF2",NA,"RPLP1","533285","ribosomal protein lateral stalk subunit P1",NA,3.51128719,"Up",0.038,"Cytoplasm","other",1,0,1,1,3.51128719
"683","Srirattana2017_SF2",NA,"ZP2","280963","zona pellucida glycoprotein 2",NA,33.22045666,"Up",0.038,"Extracellular Space","other",1,0,1,1,33.22045666
"684","Srirattana2017_SF2",NA,"CCDC53","613720","coiled-coil domain containing 53",NA,3.133988748,"Down",0.0382,"Cytoplasm","other",1,0,1,1,-3.133988748
"685","Srirattana2017_SF2",NA,"KDM5C","281490","lysine demethylase 5C",NA,5.183763862,"Up",0.0382,"Nucleus","enzyme",1,0,1,1,5.183763862
"686","Srirattana2017_SF2",NA,"PROSAPIP1","512397",NA,NA,6.342273093,"Up",0.0382,"Undetermined",NA,1,0,1,1,6.342273093
"687","Srirattana2017_SF2",NA,"RECQL4","515472","RecQ like helicase 4",NA,13.29673379,"Up",0.0382,"Nucleus","enzyme",1,0,1,1,13.29673379
"688","Srirattana2017_SF2",NA,"SNRNP25","513526","small nuclear ribonucleoprotein U11/U12 subunit 25",NA,21.21481216,"Up",0.0382,"Nucleus","other",1,0,1,1,21.21481216
"689","Srirattana2017_SF2",NA,"TONSL","505102","tonsoku-like, DNA repair protein",NA,19.38676257,"Up",0.0382,"Cytoplasm","transcription regulator",1,0,1,1,19.38676257
"690","Srirattana2017_SF2",NA,"WDR34","531489","WD repeat domain 34",NA,29.93995193,"Up",0.0382,"Cytoplasm","other",1,0,1,1,29.93995193
"691","Srirattana2017_SF2",NA,"ARID4A","531515","AT-rich interaction domain 4A",NA,3.175535724,"Down",0.0386,"Nucleus","transcription regulator",1,0,1,1,-3.175535724
"692","Srirattana2017_SF2",NA,"DSP","514360","desmoplakin",NA,2.248557848,"Up",0.0386,"Plasma Membrane","other",1,0,1,1,2.248557848
"693","Srirattana2017_SF2",NA,"GAPDH","281181","glyceraldehyde-3-phosphate dehydrogenase",NA,2.975227525,"Up",0.0386,"Cytoplasm","enzyme",1,0,1,1,2.975227525
"694","Srirattana2017_SF2",NA,"GIGYF2","506913","GRB10 interacting GYF protein 2",NA,3.08656035,"Up",0.0386,"Cytoplasm","other",1,0,1,1,3.08656035
"695","Srirattana2017_SF2",NA,"ILF3","614936","interleukin enhancer binding factor 3",NA,4.248636746,"Up",0.0386,"Nucleus","transcription regulator",1,0,1,1,4.248636746
"696","Srirattana2017_SF2",NA,"NCAPD2","786159","non-SMC condensin I complex subunit D2",NA,3.491870365,"Up",0.0386,"Nucleus","other",1,0,1,1,3.491870365
"697","Srirattana2017_SF2",NA,"NDUFV1","287014","NADH:ubiquinone oxidoreductase core subunit V1",NA,8.106055201,"Up",0.0386,"Cytoplasm","enzyme",1,0,1,1,8.106055201
"698","Srirattana2017_SF2",NA,"NMD3","509871","NMD3 ribosome export adaptor",NA,3.40817638,"Down",0.0386,"Nucleus","other",1,0,1,1,-3.40817638
"699","Srirattana2017_SF2",NA,"PES1","511676","pescadillo ribosomal biogenesis factor 1",NA,13.25991847,"Up",0.0386,"Nucleus","other",1,0,1,1,13.25991847
"700","Srirattana2017_SF2",NA,"PKIA","613524","protein kinase (cAMP-dependent, catalytic) inhibitor alpha",NA,6.220368287,"Down",0.0386,"Cytoplasm","other",1,0,1,1,-6.220368287
"701","Srirattana2017_SF2",NA,"ZNF470","444866","zinc finger protein 470",NA,35.75318842,"Up",0.0386,"Nucleus","other",1,0,1,1,35.75318842
"702","Srirattana2017_SF2",NA,"NEURL4","528485","neuralized E3 ubiquitin protein ligase 4",NA,24.50492795,"Up",0.0388,"Other","other",1,0,1,1,24.50492795
"703","Srirattana2017_SF2",NA,"NPL","507597","N-acetylneuraminate pyruvate lyase",NA,3.269341314,"Down",0.0392,"Cytoplasm","enzyme",1,0,1,1,-3.269341314
"704","Srirattana2017_SF2",NA,"ADA","280712","adenosine deaminase",NA,26.33665105,"Up",0.0393,"Cytoplasm","enzyme",1,0,1,1,26.33665105
"705","Srirattana2017_SF2",NA,"B3GNT3","784997","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3",NA,32.13336138,"Up",0.0393,"Cytoplasm","enzyme",1,0,1,1,32.13336138
"706","Srirattana2017_SF2",NA,"DCAF11","539433","DDB1 and CUL4 associated factor 11",NA,16.66789486,"Up",0.0393,"Nucleus","other",1,0,1,1,16.66789486
"707","Srirattana2017_SF2",NA,"LOC531152","531152",NA,NA,39.58823932,"Up",0.0393,"Undetermined",NA,1,0,1,1,39.58823932
"708","Srirattana2017_SF2",NA,"MCFD2","616647","multiple coagulation factor deficiency 2",NA,3.050403307,"Down",0.0393,"Cytoplasm","other",1,0,1,1,-3.050403307
"709","Srirattana2017_SF2",NA,"MTHFD1L","534296","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like",NA,3.131817185,"Up",0.0393,"Cytoplasm","enzyme",1,0,1,1,3.131817185
"710","Srirattana2017_SF2",NA,"PRODH","505094","proline dehydrogenase 1",NA,32.13336138,"Up",0.0393,"Cytoplasm","enzyme",1,0,1,1,32.13336138
"711","Srirattana2017_SF2",NA,"PTPN12","531877","protein tyrosine phosphatase, non-receptor type 12",NA,2.850075228,"Down",0.0393,"Cytoplasm","phosphatase",1,0,1,1,-2.850075228
"712","Srirattana2017_SF2",NA,"SF3B2","531931","splicing factor 3b subunit 2",NA,2.899893666,"Up",0.0393,"Nucleus","other",1,0,1,1,2.899893666
"713","Srirattana2017_SF2",NA,"SHCBP1","523367","SHC binding and spindle associated 1",NA,2.909961367,"Down",0.0393,"Other","other",1,0,1,1,-2.909961367
"714","Srirattana2017_SF2",NA,"SMC3","281729","structural maintenance of chromosomes 3",NA,2.985556767,"Down",0.0393,"Nucleus","other",1,0,1,1,-2.985556767
"715","Srirattana2017_SF2",NA,"AKT1S1","514859","AKT1 substrate 1",NA,14.92852786,"Up",0.0396,"Cytoplasm","other",1,0,1,1,14.92852786
"716","Srirattana2017_SF2",NA,"LAPTM4A","404135","lysosomal protein transmembrane 4 alpha",NA,2.355445579,"Down",0.0396,"Cytoplasm","other",1,0,1,1,-2.355445579
"717","Srirattana2017_SF2",NA,"NLGN2","787986","neuroligin 2",NA,25.66979732,"Up",0.0399,"Plasma Membrane","enzyme",1,0,1,1,25.66979732
"718","Srirattana2017_SF2",NA,"NUDC","513277","nuclear distribution C, dynein complex regulator",NA,4.531535541,"Up",0.0399,"Cytoplasm","other",1,0,1,1,4.531535541
"719","Srirattana2017_SF2",NA,"SPIC","616438","Spi-C transcription factor",NA,3.711493906,"Down",0.0399,"Nucleus","transcription regulator",1,0,1,1,-3.711493906
"720","Srirattana2017_SF2",NA,"SMAD7","535916","SMAD family member 7",NA,25.49248308,"Up",0.0402,"Nucleus","transcription regulator",1,0,1,1,25.49248308
"721","Srirattana2017_SF2",NA,"CXXC1","511446","CXXC finger protein 1",NA,36.15191087,"Up",0.0404,"Nucleus","transcription regulator",1,0,1,1,36.15191087
"722","Srirattana2017_SF2",NA,"EEF2","281138","eukaryotic translation elongation factor 2",NA,2.339175328,"Up",0.0404,"Cytoplasm","translation regulator",1,0,1,1,2.339175328
"723","Srirattana2017_SF2",NA,"GNE","782201","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase",NA,3.479789411,"Down",0.0404,"Cytoplasm","kinase",1,0,1,1,-3.479789411
"724","Srirattana2017_SF2",NA,"CLTC","281080","clathrin heavy chain",NA,1.868654694,"Down",0.0406,"Plasma Membrane","other",1,0,1,1,-1.868654694
"725","Srirattana2017_SF2",NA,"COMMD9","510280","COMM domain containing 9",NA,28.42325747,"Up",0.0406,"Other","other",1,0,1,1,28.42325747
"726","Srirattana2017_SF2",NA,"DUS2","509795","dihydrouridine synthase 2",NA,34.65520146,"Up",0.0406,"Cytoplasm","other",1,0,1,1,34.65520146
"727","Srirattana2017_SF2",NA,"KIAA1551","510651","KIAA1551",NA,2.197708435,"Down",0.0406,"Other","other",1,0,1,1,-2.197708435
"728","Srirattana2017_SF2",NA,"NHLRC2","534327","NHL repeat containing 2",NA,3.518596304,"Down",0.0406,"Other","enzyme",1,0,1,1,-3.518596304
