DataSet,n,GeneSymbol,GeneID,GeneName,Chr,FoldChange,Regulation,FDR,Location,Type,Depleted,SCNT,miNT,TSA
Srirattana2017_SF2,,YPEL5,780856,yippee like 5,,3.410539567,Down,0.035,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,ACADVL,282130,"acyl-CoA dehydrogenase, very long chain",,31.34144952,Up,0.0351,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,AZIN1,532835,antizyme inhibitor 1,,2.760634707,Down,0.0351,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,KCMF1,613522,potassium channel modulatory factor 1,,2.308570835,Down,0.0351,Other,enzyme,1,0,1,1
Srirattana2017_SF2,,SWAP70,533720,SWAP switching B-cell complex 70kDa subunit,,3.1777376,Down,0.0351,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,DDX41,505276,DEAD-box helicase 41,,57.68002961,Up,0.0352,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,GPANK1,617553,G-patch domain and ankyrin repeats 1,,12.88838866,Up,0.0355,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,ACAD11,526956,acyl-CoA dehydrogenase family member 11,,4.786595853,Down,0.0356,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,ALKBH7,535305,alkB homolog 7,,31.58132947,Up,0.0356,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,C24H18orf21,512779,NA,,2.918040688,Down,0.0356,NA,NA,1,0,1,1
Srirattana2017_SF2,,CAPN5,536988,calpain 5,,10.89806428,Up,0.0356,Cytoplasm,peptidase,1,0,1,1
Srirattana2017_SF2,,CCNF,505200,cyclin F,,32.51424458,Up,0.0356,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,HLTF,539633,helicase like transcription factor,,2.873880353,Down,0.0356,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,RAPGEF1,520454,Rap guanine nucleotide exchange factor 1,,25.97406659,Up,0.0356,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,ULK1,526310,unc-51 like autophagy activating kinase 1,,18.85663052,Up,0.0356,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,MOV10,523206,Mov10 RISC complex RNA helicase,,3.40109664,Up,0.0357,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,NLRX1,539974,NLR family member X1,,31.38492813,Up,0.036,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,NUP54,506916,nucleoporin 54,,3.012580933,Down,0.036,Nucleus,transporter,1,0,1,1
Srirattana2017_SF2,,PIK3CA,282306,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",,2.659214216,Down,0.036,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,APH1A,539247,"aph-1 homolog A, gamma-secretase subunit",,20.59182796,Up,0.0361,Cytoplasm,peptidase,1,0,1,1
Srirattana2017_SF2,,ZFP36L2,767898,ZFP36 ring finger protein like 2,,2.940374673,Down,0.0361,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,CYCS,510767,"cytochrome c, somatic",,8.526773889,Down,0.0362,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,SLC7A8,536818,solute carrier family 7 member 8,,2.289448321,Up,0.0362,Plasma Membrane,transporter,1,0,1,1
Srirattana2017_SF2,,ZC3H11A,529699,zinc finger CCCH-type containing 11A,,2.893869772,Down,0.0362,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,CLK1,613808,CDC like kinase 1,,4.500233939,Down,0.0363,Nucleus,kinase,1,0,1,1
Srirattana2017_SF2,,MVP,516456,major vault protein,,27.646022,Up,0.0363,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,PNPLA6,767822,patatin like phospholipase domain containing 6,,10.01437167,Up,0.0363,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,POLRMT,504757,RNA polymerase mitochondrial,,16.70259084,Up,0.0363,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,TAGLN2,282379,transgelin 2,,3.190980959,Up,0.0363,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,THRAP3,505228,thyroid hormone receptor associated protein 3,,2.414961183,Up,0.0363,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,H3F3A,326601,"H3 histone, family 3A",,3.26028933,Down,0.0364,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,GDPD5,532719,glycerophosphodiester phosphodiesterase domain containing 5,,12.3976949,Up,0.0365,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF2,,ABHD17B,781153,abhydrolase domain containing 17B,,4.41373496,Down,0.0367,Other,peptidase,1,0,1,1
Srirattana2017_SF2,,AP2A1,784636,adaptor related protein complex 2 alpha 1 subunit,,57.48047186,Up,0.0367,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,BTF3,281031,basic transcription factor 3,,2.657371628,Down,0.0367,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,CLINT1,538540,clathrin interactor 1,,2.122846418,Down,0.0367,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,EIF4A2,286819,eukaryotic translation initiation factor 4A2,,3.206501318,Down,0.0367,Cytoplasm,translation regulator,1,0,1,1
Srirattana2017_SF2,,HNRNPUL2,616476,heterogeneous nuclear ribonucleoprotein U like 2,,2.182527754,Up,0.0367,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,LHPP,534183,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,,28.01252255,Up,0.0367,Cytoplasm,phosphatase,1,0,1,1
Srirattana2017_SF2,,MORC2,504634,MORC family CW-type zinc finger 2,,7.754318535,Up,0.0367,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,PRKAR1A,615074,protein kinase cAMP-dependent type I regulatory subunit alpha,,6.882821045,Up,0.0367,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,PSKH1,509656,protein serine kinase H1,,24.98516776,Up,0.0367,Nucleus,kinase,1,0,1,1
Srirattana2017_SF2,,RPTOR,507056,regulatory associated protein of MTOR complex 1,,3.961371488,Up,0.0367,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,DCUN1D4,538195,defective in cullin neddylation 1 domain containing 4,,10.54874892,Down,0.0369,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,SRFBP1,617136,serum response factor binding protein 1,,3.714067409,Down,0.0369,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,CD63,404156,CD63 molecule,,3.964118253,Up,0.037,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF2,,CHD9,539275,chromodomain helicase DNA binding protein 9,,2.575763259,Down,0.037,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,CNTNAP1,540997,contactin associated protein 1,,26.3184022,Up,0.037,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF2,,DTD1,514493,D-tyrosyl-tRNA deacylase 1,,5.13370359,Up,0.037,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,RPSA,281898,ribosomal protein SA,,2.278366754,Up,0.037,Cytoplasm,translation regulator,1,0,1,1
Srirattana2017_SF2,,ATXN2L,539507,ataxin 2 like,,8.168097006,Up,0.0371,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,GTF3C1,509874,general transcription factor IIIC subunit 1,,46.46266496,Up,0.0371,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,SMAD5,768050,SMAD family member 5,,4.829922366,Down,0.0373,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,CHMP2B,615954,charged multivesicular body protein 2B,,3.627561316,Down,0.0374,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,RBMX2,613705,"RNA binding motif protein, X-linked 2",,3.004239854,Down,0.0374,Other,other,1,0,1,1
Srirattana2017_SF2,,TBC1D17,514858,TBC1 domain family member 17,,29.75375816,Up,0.0374,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,CAPZB,338052,capping actin protein of muscle Z-line beta subunit,,3.417638964,Up,0.0375,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,DNALI1,529053,dynein axonemal light intermediate chain 1,,32.85406546,Up,0.0375,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,TIMP1,282092,TIMP metallopeptidase inhibitor 1,,3.25577274,Up,0.0375,Extracellular Space,cytokine,1,0,1,1
Srirattana2017_SF2,,CHCHD8,100296470,cytochrome c oxidase assembly factor 4 homolog,,20.83590703,Up,0.0376,Other,other,1,0,1,1
Srirattana2017_SF2,,CTAGE5,513132,"CTAGE family member 5, ER export factor",,2.881859498,Down,0.0377,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,ARHGEF5,516290,Rho guanine nucleotide exchange factor 5,,22.28498369,Up,0.038,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,FBXO5,515080,F-box protein 5,,3.427127819,Down,0.038,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,FGD1,100124501,"FYVE, RhoGEF and PH domain containing 1",,29.10106406,Up,0.038,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,GATAD2A,508384,GATA zinc finger domain containing 2A,,12.64066099,Up,0.038,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,RPLP1,533285,ribosomal protein lateral stalk subunit P1,,3.51128719,Up,0.038,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,ZP2,280963,zona pellucida glycoprotein 2,,33.22045666,Up,0.038,Extracellular Space,other,1,0,1,1
Srirattana2017_SF2,,CCDC53,613720,coiled-coil domain containing 53,,3.133988748,Down,0.0382,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,KDM5C,281490,lysine demethylase 5C,,5.183763862,Up,0.0382,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,PROSAPIP1,512397,NA,,6.342273093,Up,0.0382,NA,NA,1,0,1,1
Srirattana2017_SF2,,RECQL4,515472,RecQ like helicase 4,,13.29673379,Up,0.0382,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,SNRNP25,513526,small nuclear ribonucleoprotein U11/U12 subunit 25,,21.21481216,Up,0.0382,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,TONSL,505102,"tonsoku-like, DNA repair protein",,19.38676257,Up,0.0382,Cytoplasm,transcription regulator,1,0,1,1
Srirattana2017_SF2,,WDR34,531489,WD repeat domain 34,,29.93995193,Up,0.0382,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,ARID4A,531515,AT-rich interaction domain 4A,,3.175535724,Down,0.0386,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,DSP,514360,desmoplakin,,2.248557848,Up,0.0386,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF2,,GAPDH,281181,glyceraldehyde-3-phosphate dehydrogenase,,2.975227525,Up,0.0386,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,GIGYF2,506913,GRB10 interacting GYF protein 2,,3.08656035,Up,0.0386,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,ILF3,614936,interleukin enhancer binding factor 3,,4.248636746,Up,0.0386,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,NCAPD2,786159,non-SMC condensin I complex subunit D2,,3.491870365,Up,0.0386,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,NDUFV1,287014,NADH:ubiquinone oxidoreductase core subunit V1,,8.106055201,Up,0.0386,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,NMD3,509871,NMD3 ribosome export adaptor,,3.40817638,Down,0.0386,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,PES1,511676,pescadillo ribosomal biogenesis factor 1,,13.25991847,Up,0.0386,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,PKIA,613524,"protein kinase (cAMP-dependent, catalytic) inhibitor alpha",,6.220368287,Down,0.0386,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,ZNF470,444866,zinc finger protein 470,,35.75318842,Up,0.0386,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,NEURL4,528485,neuralized E3 ubiquitin protein ligase 4,,24.50492795,Up,0.0388,Other,other,1,0,1,1
Srirattana2017_SF2,,NPL,507597,N-acetylneuraminate pyruvate lyase,,3.269341314,Down,0.0392,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,ADA,280712,adenosine deaminase,,26.33665105,Up,0.0393,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,B3GNT3,784997,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3",,32.13336138,Up,0.0393,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,DCAF11,539433,DDB1 and CUL4 associated factor 11,,16.66789486,Up,0.0393,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,LOC531152,531152,NA,,39.58823932,Up,0.0393,NA,NA,1,0,1,1
Srirattana2017_SF2,,MCFD2,616647,multiple coagulation factor deficiency 2,,3.050403307,Down,0.0393,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,MTHFD1L,534296,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,,3.131817185,Up,0.0393,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,PRODH,505094,proline dehydrogenase 1,,32.13336138,Up,0.0393,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,PTPN12,531877,"protein tyrosine phosphatase, non-receptor type 12",,2.850075228,Down,0.0393,Cytoplasm,phosphatase,1,0,1,1
Srirattana2017_SF2,,SF3B2,531931,splicing factor 3b subunit 2,,2.899893666,Up,0.0393,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,SHCBP1,523367,SHC binding and spindle associated 1,,2.909961367,Down,0.0393,Other,other,1,0,1,1
Srirattana2017_SF2,,SMC3,281729,structural maintenance of chromosomes 3,,2.985556767,Down,0.0393,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,AKT1S1,514859,AKT1 substrate 1,,14.92852786,Up,0.0396,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,LAPTM4A,404135,lysosomal protein transmembrane 4 alpha,,2.355445579,Down,0.0396,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,NLGN2,787986,neuroligin 2,,25.66979732,Up,0.0399,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF2,,NUDC,513277,"nuclear distribution C, dynein complex regulator",,4.531535541,Up,0.0399,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,SPIC,616438,Spi-C transcription factor,,3.711493906,Down,0.0399,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,SMAD7,535916,SMAD family member 7,,25.49248308,Up,0.0402,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,CXXC1,511446,CXXC finger protein 1,,36.15191087,Up,0.0404,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,EEF2,281138,eukaryotic translation elongation factor 2,,2.339175328,Up,0.0404,Cytoplasm,translation regulator,1,0,1,1
Srirattana2017_SF2,,GNE,782201,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,,3.479789411,Down,0.0404,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,CLTC,281080,clathrin heavy chain,,1.868654694,Down,0.0406,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF2,,COMMD9,510280,COMM domain containing 9,,28.42325747,Up,0.0406,Other,other,1,0,1,1
Srirattana2017_SF2,,DUS2,509795,dihydrouridine synthase 2,,34.65520146,Up,0.0406,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,KIAA1551,510651,KIAA1551,,2.197708435,Down,0.0406,Other,other,1,0,1,1
Srirattana2017_SF2,,NHLRC2,534327,NHL repeat containing 2,,3.518596304,Down,0.0406,Other,enzyme,1,0,1,1
Srirattana2017_SF2,,RAB8B,614242,"RAB8B, member RAS oncogene family",,2.718856484,Down,0.0406,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,CCDC28B,507607,coiled-coil domain containing 28B,,9.599771059,Up,0.0408,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,CLCN3,522719,chloride voltage-gated channel 3,,24.91599011,Up,0.0408,Plasma Membrane,ion channel,1,0,1,1
Srirattana2017_SF2,,LGALS9,510813,galectin 9,,45.4119474,Up,0.0408,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF2,,PTBP2,537341,polypyrimidine tract binding protein 2,,7.679434088,Down,0.0408,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,ZFYVE26,514402,zinc finger FYVE-type containing 26,,6.000155957,Up,0.0408,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,AP3S1,536359,adaptor related protein complex 3 sigma 1 subunit,,6.620774529,Down,0.0409,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,ARHGDIA,338054,Rho GDP dissociation inhibitor alpha,,2.732080514,Up,0.0409,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,ATP6V1A,282147,ATPase H+ transporting V1 subunit A,,2.050534476,Down,0.0409,Plasma Membrane,transporter,1,0,1,1
Srirattana2017_SF2,,CLN6,617615,"ceroid-lipofuscinosis, neuronal 6, late infantile, variant",,31.12495832,Up,0.0409,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,COL17A1,513804,collagen type XVII alpha 1,,22.94328397,Up,0.0409,Extracellular Space,other,1,0,1,1
Srirattana2017_SF2,,DMAP1,508127,DNA methyltransferase 1 associated protein 1,,27.6651914,Up,0.0409,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,EHMT2,514062,euchromatic histone lysine methyltransferase 2,,14.18210719,Up,0.0409,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,TPR,507869,"translocated promoter region, nuclear basket protein",,2.205338326,Down,0.0409,Nucleus,transporter,1,0,1,1
Srirattana2017_SF2,,TWSG1,537290,twisted gastrulation BMP signaling modulator 1,,4.365055508,Down,0.0409,Extracellular Space,other,1,0,1,1
Srirattana2017_SF2,,ZNF22,768051,zinc finger protein 22,,4.041805786,Down,0.0409,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,ZNF48,512477,zinc finger protein 48,,27.58859344,Up,0.0409,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,USP22,509694,ubiquitin specific peptidase 22,,3.755486989,Up,0.041,Nucleus,peptidase,1,0,1,1
Srirattana2017_SF2,,AP3D1,281023,adaptor related protein complex 3 delta 1 subunit,,2.909961367,Up,0.0411,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,C2CD2,529537,C2 calcium dependent domain containing 2,,14.66189831,Up,0.0411,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,CCDC120,508704,coiled-coil domain containing 120,,16.02219609,Up,0.0411,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF2,,GLS,525335,glutaminase,,6.359882008,Down,0.0411,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,NCL,497013,nucleolin,,2.142061646,Down,0.0411,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,PRPSAP1,515538,phosphoribosyl pyrophosphate synthetase associated protein 1,,3.887923952,Up,0.0411,Extracellular Space,other,1,0,1,1
Srirattana2017_SF2,,RPS6KA1,533908,ribosomal protein S6 kinase A1,,8.932103696,Up,0.0411,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,CCNE2,538436,cyclin E2,,3.742493991,Down,0.0412,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,CCT3,504735,chaperonin containing TCP1 subunit 3,,2.339175328,Up,0.0412,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,POU5F1,282316,POU class 5 homeobox 1,,4.993322196,Up,0.0412,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,PPIA,281418,peptidylprolyl isomerase A,,2.380063393,Down,0.0412,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,RNF41,614134,ring finger protein 41,,19.10661099,Up,0.0412,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,SFT2D1,524821,SFT2 domain containing 1,,4.432129391,Down,0.0412,Other,other,1,0,1,1
Srirattana2017_SF2,,TRIM32,521975,tripartite motif containing 32,,6.307201392,Up,0.0412,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,MGC152281,507942,NA,,8.139837537,Up,0.0413,NA,NA,1,0,1,1
Srirattana2017_SF2,,MIR2315,100313409,NA,,9.454492375,Down,0.0414,NA,NA,1,0,1,1
Srirattana2017_SF2,,KRT8,281269,keratin 8,,2.308570835,Up,0.0416,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,SGSM3,767820,small G protein signaling modulator 3,,27.41702255,Up,0.0416,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF2,,MVK,505792,mevalonate kinase,,25.31639364,Up,0.0417,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,PIGK,508700,phosphatidylinositol glycan anchor biosynthesis class K,,3.51128719,Down,0.0417,Cytoplasm,peptidase,1,0,1,1
Srirattana2017_SF2,,BRD3,525051,bromodomain containing 3,,24.8642326,Up,0.0418,Nucleus,kinase,1,0,1,1
Srirattana2017_SF2,,DIS3L2,519222,DIS3 like 3'-5' exoribonuclease 2,,23.02293728,Up,0.0418,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,EHD1,511908,EH domain containing 1,,18.58413971,Up,0.0418,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,GNAS,281793,GNAS complex locus,,2.087823855,Down,0.0418,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF2,,MCC,616704,mutated in colorectal cancers,,23.63740902,Up,0.0418,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,MCM3,281302,minichromosome maintenance complex component 3,,7.944739963,Up,0.0418,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,YWHAQ,768311,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta,,2.071965527,Down,0.0418,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,CDS2,614834,CDP-diacylglycerol synthase 2,,10.17530405,Up,0.0419,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,RPL29,507270,ribosomal protein L29,,3.25577274,Up,0.0419,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,DAG1,281439,dystroglycan 1,,7.037192607,Up,0.0421,Plasma Membrane,transmembrane receptor,1,0,1,1
Srirattana2017_SF2,,GSK3A,536561,glycogen synthase kinase 3 alpha,,18.36643862,Up,0.0421,Nucleus,kinase,1,0,1,1
Srirattana2017_SF2,,GYS1,511047,glycogen synthase 1,,18.08848907,Up,0.0421,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,MTHFR,497032,methylenetetrahydrofolate reductase (NAD(P)H),,34.39197353,Up,0.0421,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,OGT,532053,O-linked N-acetylglucosamine (GlcNAc) transferase,,2.411615655,Down,0.0421,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,RAB1B,540685,"RAB1B, member RAS oncogene family",,11.60761766,Up,0.0421,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,TIMM44,528165,translocase of inner mitochondrial membrane 44,,21.78102586,Up,0.0421,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,TMED1,538144,transmembrane p24 trafficking protein 1,,18.20168365,Up,0.0421,Extracellular Space,transporter,1,0,1,1
Srirattana2017_SF2,,UFL1,515894,UFM1 specific ligase 1,,3.914966602,Down,0.0421,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,AGPS,613679,alkylglycerone phosphate synthase,,2.25792881,Down,0.0422,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,GNA11,281788,G protein subunit alpha 11,,31.42846705,Up,0.0422,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF2,,PPP1R15A,514688,protein phosphatase 1 regulatory subunit 15A,,25.7232317,Up,0.0422,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,RCOR2,541233,REST corepressor 2,,23.39291917,Up,0.0422,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,C5H12orf45,616791,NA,,4.067098693,Down,0.0425,NA,NA,1,0,1,1
Srirattana2017_SF2,,BCL9L,539340,B-cell CLL/lymphoma 9-like,,18.55839447,Up,0.0427,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,GSN,535077,gelsolin,,14.96997597,Up,0.0427,Extracellular Space,other,1,0,1,1
Srirattana2017_SF2,,HSPA4,281828,heat shock protein family A (Hsp70) member 4,,1.868654694,Down,0.0427,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,PFKL,508683,"phosphofructokinase, liver type",,17.91380622,Up,0.0427,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,RALY,504640,RALY heterogeneous nuclear ribonucleoprotein,,3.986161051,Up,0.0427,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,RHOV,538143,ras homolog family member V,,4.907539909,Up,0.0427,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF2,,TMEM189,507694,transmembrane protein 189,,2.806943452,Up,0.0427,Other,other,1,0,1,1
Srirattana2017_SF2,,ERCC2,100125238,"ERCC excision repair 2, TFIIH core complex helicase subunit",,18.46856668,Up,0.0428,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,LOC100848171,100848171,NA,,29.12124237,Down,0.0428,NA,NA,1,0,1,1
Srirattana2017_SF2,,ADCY9,525482,adenylate cyclase 9,,48.6713201,Up,0.0429,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF2,,APP,280722,amyloid beta precursor protein,,3.706352248,Down,0.0429,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF2,,ASRGL1,767970,asparaginase like 1,,3.496714482,Up,0.0429,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,ATP5D,338081,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",,130.5085034,Up,0.0429,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,DPF2,513235,double PHD fingers 2,,3.642679334,Up,0.0429,Nucleus,other,1,0,1,1
